Carrefour Feux tricolores,Mouvement directionnel autorisé,ville,code_postal,Extracted street names,Second street names,Street 1,Street 2
"Intersection de l'avenue de la
République avec le chemin
des Grèves et la rue des
Passerelles","Mouvement de tourne à droite pour les cycles circulant rue des Passerelles
vers l'avenue de la République",Annecy,74000,avenue de la,rue des Passerelles,"['Annecy, Annecylaan, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1950, België / Belgique / Belgien', (50.859907, 4.4548547)]","['Rue des Passerelles, Pont de Tasset, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9080418, 6.104012)]"
"Intersection de l'avenue de la
République avec la rue des
Droits de l'Homme et l'avenue
Pierre Mendès France","Mouvement de tourne à droite pour les cycles circulant avenue de la
République vers la rue des Droits de l'Homme",Annecy,74000,avenue de la,rue des Droits,"['Annecy, Annecylaan, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1950, België / Belgique / Belgien', (50.859907, 4.4548547)]","[""Rue des Droits de l'Homme, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9073855, 6.1103404)]"
"Intersection de l'avenue de la
République avec la rue des
Droits de l'Homme et l'avenue
Pierre Mendès France","Mouvement de tourne à droite pour les cycles circulant rue des Droits de
l'Homme vers l'avenue de la République",Annecy,74000,avenue de la,rue des Droits,"['Annecy, Annecylaan, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1950, België / Belgique / Belgien', (50.859907, 4.4548547)]","[""Rue des Droits de l'Homme, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9073855, 6.1103404)]"
"Intersection de l'avenue de la
République avec la rue des
Droits de l'Homme et l'avenue
Pierre Mendès France","Mouvement de tourne à droite pour les cycles circulant avenue de la
République vers l'avenue Pierre Mendès France",Annecy,74000,avenue de la,rue des Droits,"['Annecy, Annecylaan, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1950, België / Belgique / Belgien', (50.859907, 4.4548547)]","[""Rue des Droits de l'Homme, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9073855, 6.1103404)]"
"Intersection de l'avenue de la
République avec la rue des
Droits de l'Homme et l'avenue
Pierre Mendès France","Mouvement de tourne à droite pour les cycles circulant avenue Pierre
Mendès France vers l'avenue de la République",Annecy,74000,avenue de la,rue des Droits,"['Annecy, Annecylaan, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1950, België / Belgique / Belgien', (50.859907, 4.4548547)]","[""Rue des Droits de l'Homme, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9073855, 6.1103404)]"
"Intersection de l'avenue des
Îles et de la rue de la Crête","Mouvement de tourne à droite pour les cycles circulant rue de la Crête vers
l'avenue des Îles, dans les 2 sens",Annecy,74000,avenue des Îles,rue de la,"['Avenue des Îles, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.915827, 6.1123464)]","[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]"
"Intersection de l'avenue des
Îles et de la rue de la Crête","Mouvement de tourne à droite pour les cycles circulant avenue des Îles vers
la rue de la Crête, dans les 2 sens",Annecy,74000,avenue des Îles,rue de la,"['Avenue des Îles, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.915827, 6.1123464)]","[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]"
"Intersection de la Grande rue
d'Aléry avec l'avenue du Pont
Neuf et la rue de l'Isernon","Mouvement de tourne à droite pour les cycles circulant Grande rue d'Aléry
vers l'avenue du Pont Neuf",Annecy,74000,rue d'Aléry avec,avenue du Pont,,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]"
"Intersection de la Grande rue
d'Aléry avec l'avenue du Pont
Neuf et la rue de l'Isernon","Mouvement de tourne à droite pour les cycles circulant avenue du Pont Neuf
vers la rue de l'Isernon",Annecy,74000,rue d'Aléry avec,avenue du Pont,,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]"
"Intersection de la Grande rue
d'Aléry avec l'avenue du Pont
Neuf et la rue de l'Isernon","Mouvement de tourne à droite pour les cycles circulant rue de l'Isernon vers
l'avenue du Pont Neuf",Annecy,74000,rue d'Aléry avec,avenue du Pont,,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]"
"Intersection de la Grande rue
d'Aléry avec l'avenue du Pont
Neuf et la rue de l'Isernon","Mouvement de tourne à droite pour les cycles circulant avenue du Pont Neuf
vers la Grande rue d'Aléry",Annecy,74000,rue d'Aléry avec,avenue du Pont,,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]"
"Intersection de la Grande rue
d'Aléry avec l'avenue du Pont
Neuf et la rue de l'Isernon","Mouvement de tourne à gauche pour les cycles circulant avenue du Pont
Neuf vers la rue de l'Isernon",Annecy,74000,rue d'Aléry avec,avenue du Pont,,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]"
"Au droit du n° 15 Grande Rue
d'Aléry","Mouvement direct pour les cycles circulant Grande rue d'Aléry, dans les deux
sens",Annecy,74000,No match found,No match found,,
"Intersection de la rue de la
Fruitière avec l'avenue du
Stade","Mouvement de tourne à droite pour les cycles circulant rue de la Fruitière
vers l'avenue du Stade, dans les deux sens",Annecy,74000,rue de la,avenue du Stade,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]","['Avenue du Stade, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9168097, 6.0924212)]"
"Intersection de la rue de la
Fruitière avec l'avenue du
Stade","Mouvement de tourne à droite pour les cycles circulant avenue du Stade
vers la rue de la Fruitière, dans les deux sens",Annecy,74000,rue de la,avenue du Stade,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]","['Avenue du Stade, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9168097, 6.0924212)]"
"Intersection de la route de
Frangy avec la route de
Rumilly","Mouvement direct pour les cycles circulant route de Frangy dans les deux
sens",Annecy,74000,No match found,No match found,,
"Intersection de la route de
Frangy avec la rue de
l'Aérodrome et la rue François
Vernex","Mouvement de tourne à droite pour les cycles circulant rue François Vernex
vers la route de Frangy",Annecy,74000,rue de l'Aérodrome,rue François Vernex,"[""Rue de l'Aérodrome, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9173644, 6.0952067)]","['Rue François Vernex, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9133373, 6.0903698)]"
"Intersection de la route de
Frangy avec la rue de
l'Aérodrome et la rue François
Vernex","Mouvement de tourne à droite pour les cycles circulant route de Frangy vers
la rue de l'Aérodrome",Annecy,74000,rue de l'Aérodrome,rue François Vernex,"[""Rue de l'Aérodrome, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9173644, 6.0952067)]","['Rue François Vernex, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9133373, 6.0903698)]"
"Intersection de la route de
Frangy avec la rue de
l'Aérodrome et la rue François
Vernex","Mouvement de tourne à droite pour les cycles circulant rue de l'Aérodrome
vers la route de Frangy",Annecy,74000,rue de l'Aérodrome,rue François Vernex,"[""Rue de l'Aérodrome, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9173644, 6.0952067)]","['Rue François Vernex, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9133373, 6.0903698)]"
"Intersection de la route de
Frangy avec la rue de
l'Aérodrome et la rue François
Vernex","Mouvement de tourne à droite pour les cycles circulant route de Frangy vers
la rue François Vernex",Annecy,74000,rue de l'Aérodrome,rue François Vernex,"[""Rue de l'Aérodrome, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9173644, 6.0952067)]","['Rue François Vernex, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9133373, 6.0903698)]"
"Intersection de la route de
Frangy avec la rue de l'Egalité","Mouvement de tourne à droite pour les cycles circulant rue de l'Egalité vers
la route de Frangy",Annecy,74000,rue de l'Egalité,No match found,"[""Rue de l'Égalité, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9110807, 6.0956439)]",
"Intersection de la route de
Frangy avec la rue de l'Egalité","Mouvement de tourne à droite pour les cycles circulant route de Frangy vers
la rue de l'Egalité",Annecy,74000,rue de l'Egalité,No match found,"[""Rue de l'Égalité, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9110807, 6.0956439)]",
"Intersection de la route de
Frangy avec la rue de l'Egalité","Mouvement direct pour les cycles circulant route de Frangy dans les sens
Nord/Sud et Sud/Nord",Annecy,74000,rue de l'Egalité,No match found,"[""Rue de l'Égalité, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France"", (45.9110807, 6.0956439)]",
"Intersection de la route de
Frangy avec la rue Antoine
Berthod","Mouvement de tourne à droite pour les cycles circulant rue Antoine Berthod
vers la route de Frangy",Annecy,74000,rue Antoine Berthod,No match found,"['Rue Antoine Berthod, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9109291, 6.095155)]",
"Intersection de la route de
Frangy avec la rue Antoine
Berthod","Mouvement de tourne à droite pour les cycles circulant route de Frangy vers
la rue Antoine Berthod",Annecy,74000,rue Antoine Berthod,No match found,"['Rue Antoine Berthod, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9109291, 6.095155)]",
"Intersection de la route de
Frangy avec la rue Antoine
Berthod","Mouvement direct pour les cycles circulant route de Frangy dans le sens
Sud/Nord",Annecy,74000,rue Antoine Berthod,No match found,"['Rue Antoine Berthod, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9109291, 6.095155)]",
"Intersection de la route de
Frangy avec l'avenue du Pont
de Tasset","Mouvement de tourne à droite pour les cycles circulant avenue du Pont de
Tasset vers la route de Frangy",Annecy,74000,avenue du Pont,No match found,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]",
"Intersection de la route de
Frangy avec l'avenue du Pont
de Tasset","Mouvement de tourne à droite pour les cycles circulant route de Frangy vers
l'avenue du Pont de Tasset",Annecy,74000,avenue du Pont,No match found,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]",
"Intersection de la route de
Frangy avec l'avenue du Pont
de Tasset","Mouvement direct pour les cycles circulant route de Frangy dans le sens
Ouest/Est",Annecy,74000,avenue du Pont,No match found,"['Avenue du Pont de Tasset, Le Clos Village, Meythet, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.9138736, 6.1007957)]",
"Intersection de la route de
Genève avec la rue des
Romains et la route des
Recouts","Mouvement de tourne à droite pour les cycles circulant route des Recouts
vers la route de Genève",Annecy,74000,rue des Romains,No match found,"['Rue des Romains, Pringy, Les Recouts, Pringy, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74370, France', (45.9470591, 6.1227317)]",
"Intersection de la route de
Genève avec la rue des
Romains et la route des
Recouts","Mouvement de tourne à droite pour les cycles circulant rue des Romains
vers la route Genève",Annecy,74000,rue des Romains,No match found,"['Rue des Romains, Pringy, Les Recouts, Pringy, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74370, France', (45.9470591, 6.1227317)]",
"Intersection de la route de
Genève avec la rue des
Romains et la route des
Recouts","Mouvement de tourne à droite pour les cycles circulant route de Genève
vers la route des Recouts",Annecy,74000,rue des Romains,No match found,"['Rue des Romains, Pringy, Les Recouts, Pringy, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74370, France', (45.9470591, 6.1227317)]",
"Intersection de la route de
Genève avec la rue des
Romains et la route des
Recouts","Mouvement de tourne à droite pour les cycles circulant route de Genève
vers la rue des Romains",Annecy,74000,rue des Romains,No match found,"['Rue des Romains, Pringy, Les Recouts, Pringy, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74370, France', (45.9470591, 6.1227317)]",
"Intersection de la route de
Genève avec la rue de la gare
et la route de la Ravoire","Mouvement de tourne à droite pour les cycles circulant route de la Ravoire
vers la route de Genève",Annecy,74000,rue de la,No match found,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]",
"Intersection de la route de
Genève avec la rue de la gare
et la route de la Ravoire","Mouvement de tourne à droite pour les cycles circulant route de Genève
vers la rue de la Gare",Annecy,74000,rue de la,No match found,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]",
"Intersection de la route de
Genève avec la rue de la gare
et la route de la Ravoire","Mouvement de tourne à droite pour les cycles circulant rue de la Gare vers la
route de Genève",Annecy,74000,rue de la,No match found,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]",
"Intersection de la route de
Genève avec la rue de la gare
et la route de la Ravoire","Mouvement de tourne à droite pour les cycles circulant route de Genève
vers la route de la Ravoire",Annecy,74000,rue de la,No match found,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]",
"Intersection de l'avenue d'Aix-
les-Bains avec la route des
Creuses","Mouvement de tourne à droite pour les cycles circulant avenue d'Aix-les-
Bains vers la route des Creuses",Annecy,74000,avenue d'Aix- les-Bains,No match found,"[""Avenue d'Aix-les-Bains, Chez Jacquet, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France"", (45.8518539, 6.0619875)]",
"Intersection de l'avenue d'Aix-
les-Bains avec l'avenue des
Neigeos et la rue de Malaz","Mouvement de tourne à droite pour les cycles circulant avenue d'Aix-les-
Bains vers la rue de Malaz",Annecy,74000,avenue d'Aix- les-Bains,avenue des Neigeos,"[""Avenue d'Aix-les-Bains, Chez Jacquet, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France"", (45.8518539, 6.0619875)]","['Avenue des Neigeos, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France', (45.8826016, 6.0961383)]"
"Intersection de l'avenue d'Aix-
les-Bains avec l'avenue des
Neigeos et la rue de Malaz","Mouvement de tourne à droite pour les cycles circulant rue de Malaz vers
l'avenue d'Aix-les-Bains",Annecy,74000,avenue d'Aix- les-Bains,avenue des Neigeos,"[""Avenue d'Aix-les-Bains, Chez Jacquet, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France"", (45.8518539, 6.0619875)]","['Avenue des Neigeos, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France', (45.8826016, 6.0961383)]"
"Intersection de l'avenue d'Aix-
les-Bains avec l'avenue des
Neigeos et la rue de Malaz","Mouvement de tourne à droite pour les cycles circulant avenue d'Aix-les-
Bains vers l'avenue des Neigeos",Annecy,74000,avenue d'Aix- les-Bains,avenue des Neigeos,"[""Avenue d'Aix-les-Bains, Chez Jacquet, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France"", (45.8518539, 6.0619875)]","['Avenue des Neigeos, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France', (45.8826016, 6.0961383)]"
"Intersection de l'avenue d'Aix-
les-Bains avec l'avenue des
Neigeos et la rue de Malaz","Mouvement de tourne à droite pour les cycles circulant avenue des Neigeos
vers l'avenue d'Aix-les-Bains",Annecy,74000,avenue d'Aix- les-Bains,avenue des Neigeos,"[""Avenue d'Aix-les-Bains, Chez Jacquet, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France"", (45.8518539, 6.0619875)]","['Avenue des Neigeos, Seynod, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74600, France', (45.8826016, 6.0961383)]"
